# users: 10 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
10.0 6563.127 0.3766812808
# users: 20 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
20.0 6517.13 0.381722552
# users: 30 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
30.0 6360.543 0.3988844872
# users: 40 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
40.0 6348.323 0.4002237992
# users: 50 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
50.0 6162.578 0.4205814512
# users: 60 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
60.0 6178.126 0.4188773904
# users: 70 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
70.0 6350.463 0.3999892552
# users: 80 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
80.0 6451.687 0.3888951048
# users: 90 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
90.0 6121.903 0.4250394312
# users: 100 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
100.0 6423.738 0.3919583152
# users: 120 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
120.0 6207.424 0.4156663296
# users: 140 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
140.0 6335.946 0.4015803184
# users: 160 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
160.0 6159.663 0.4209009352
# users: 180 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
180.0 6478.422 0.3859649488
# users: 200 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
200.0 6335.549 0.4016238296
# users: 240 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
240.0 6279.351 0.4077831304
# users: 280 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
280.0 6313.988 0.4039869152
# users: 320 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
320.0 6444.379 0.3896960616
# users: 360 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
360.0 6198.913 0.4165991352
# users: 400 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
400.0 6299.965 0.405523836
# users: 500 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
500.0 6467.741 0.3871355864
# users: 600 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
600.0 6394.945 0.395114028
# users: 800 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
800.0 6468.995 0.386998148
# users: 1000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
1000.0 6201.777 0.4162852408
# users: 2000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
2000.0 4334.371 0.6209529384
# users: 3000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
3000.0 3160.681 0.7495893624
# users: 4000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
4000.0 2513.036 0.8205712544
# users: 5000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
5000.0 1950.304 0.8822466816
# users: 10000 , p: 1e-07 n_updates: 10000 n_factory: 1000 , interest_rate: 0.0001096
10000.0 1022.763 0.9839051752
